Year,Month,Council,Applications,Assessments,pop
2015,7,Moray,50,40,95510
2015,8,Moray,35,25,95510
2015,9,Moray,45,25,95510
2015,10,Moray,50,30,95510
2015,11,Moray,45,30,95510
2015,12,Moray,35,40,95510
2016,1,Moray,60,30,96070
2016,2,Moray,55,40,96070
2016,3,Moray,50,35,96070
2016,4,Moray,40,35,96070
2016,5,Moray,50,30,96070
2016,6,Moray,55,30,96070
2016,7,Moray,40,30,96070
2016,8,Moray,40,30,96070
2016,9,Moray,50,30,96070
2016,10,Moray,60,25,96070
2016,11,Moray,50,45,96070
2016,12,Moray,35,35,96070
2017,1,Moray,45,25,95780
2017,2,Moray,50,25,95780
2017,3,Moray,50,35,95780
2017,4,Moray,45,25,95780
2017,5,Moray,45,35,95780
2017,6,Moray,45,30,95780
2017,7,Moray,35,30,95780
2017,8,Moray,55,30,95780
2017,9,Moray,55,40,95780
2017,10,Moray,35,35,95780
2017,11,Moray,50,20,95780
2017,12,Moray,30,30,95780
2018,1,Moray,45,25,95520
2018,2,Moray,45,25,95520
2018,3,Moray,50,40,95520
2018,4,Moray,50,25,95520
2018,5,Moray,50,35,95520
2018,6,Moray,50,40,95520
2018,7,Moray,55,30,95520
2018,8,Moray,50,35,95520
2018,9,Moray,50,25,95520
2018,10,Moray,55,50,95520
2018,11,Moray,45,35,95520
2018,12,Moray,30,30,95520
2019,1,Moray,40,25,NA
2019,2,Moray,45,25,NA
2019,3,Moray,45,30,NA
2002,4,North Ayrshire,130,85,135890
2002,5,North Ayrshire,130,100,135890
2002,6,North Ayrshire,105,75,135890
2002,7,North Ayrshire,145,90,135890
2002,8,North Ayrshire,155,110,135890
2002,9,North Ayrshire,155,95,135890
2002,10,North Ayrshire,165,165,135890
2002,11,North Ayrshire,160,135,135890
2002,12,North Ayrshire,120,105,135890
2003,1,North Ayrshire,210,165,136310
2003,2,North Ayrshire,165,130,136310
2003,3,North Ayrshire,160,125,136310
2003,4,North Ayrshire,145,95,136310
2003,5,North Ayrshire,165,130,136310
2003,6,North Ayrshire,145,120,136310
2003,7,North Ayrshire,195,125,136310
2003,8,North Ayrshire,150,115,136310
2003,9,North Ayrshire,160,115,136310
2003,10,North Ayrshire,180,120,136310
2003,11,North Ayrshire,130,95,136310
2003,12,North Ayrshire,90,90,136310
2004,1,North Ayrshire,160,70,136500
2004,2,North Ayrshire,140,105,136500
2004,3,North Ayrshire,170,115,136500
2004,4,North Ayrshire,175,115,136500
2004,5,North Ayrshire,145,95,136500
2004,6,North Ayrshire,160,115,136500
2004,7,North Ayrshire,160,135,136500
2004,8,North Ayrshire,155,85,136500
2004,9,North Ayrshire,145,95,136500
2004,10,North Ayrshire,130,75,136500
2004,11,North Ayrshire,120,90,136500
2004,12,North Ayrshire,90,65,136500
2005,1,North Ayrshire,160,85,136690
2005,2,North Ayrshire,135,85,136690
2005,3,North Ayrshire,145,95,136690
2005,4,North Ayrshire,150,105,136690
2005,5,North Ayrshire,125,70,136690
2005,6,North Ayrshire,165,105,136690
2005,7,North Ayrshire,140,100,136690
2005,8,North Ayrshire,145,90,136690
2005,9,North Ayrshire,140,105,136690
2005,10,North Ayrshire,145,75,136690
2005,11,North Ayrshire,130,105,136690
2005,12,North Ayrshire,75,65,136690
2006,1,North Ayrshire,155,95,136790
2006,2,North Ayrshire,110,80,136790
2006,3,North Ayrshire,155,105,136790
2006,4,North Ayrshire,105,90,136790
2006,5,North Ayrshire,130,85,136790
2006,6,North Ayrshire,145,115,136790
2006,7,North Ayrshire,125,85,136790
2006,8,North Ayrshire,155,110,136790
2006,9,North Ayrshire,100,85,136790
2006,10,North Ayrshire,150,90,136790
2006,11,North Ayrshire,130,115,136790
2006,12,North Ayrshire,85,80,136790
2007,1,North Ayrshire,145,95,137420
2007,2,North Ayrshire,110,75,137420
2007,3,North Ayrshire,140,100,137420
2007,4,North Ayrshire,115,100,137420
2007,5,North Ayrshire,125,80,137420
2007,6,North Ayrshire,120,95,137420
2007,7,North Ayrshire,120,95,137420
2007,8,North Ayrshire,120,90,137420
2007,9,North Ayrshire,85,70,137420
2007,10,North Ayrshire,125,70,137420
2007,11,North Ayrshire,125,95,137420
2007,12,North Ayrshire,95,60,137420
2008,1,North Ayrshire,150,70,137910
2008,2,North Ayrshire,160,120,137910
2008,3,North Ayrshire,120,90,137910
2008,4,North Ayrshire,130,70,137910
2008,5,North Ayrshire,135,75,137910
2008,6,North Ayrshire,125,100,137910
2008,7,North Ayrshire,140,105,137910
2008,8,North Ayrshire,115,100,137910
2008,9,North Ayrshire,125,110,137910
2008,10,North Ayrshire,125,95,137910
2008,11,North Ayrshire,105,95,137910
2008,12,North Ayrshire,70,65,137910
2009,1,North Ayrshire,115,60,137830
2009,2,North Ayrshire,85,60,137830
2009,3,North Ayrshire,100,85,137830
2009,4,North Ayrshire,100,80,137830
2009,5,North Ayrshire,100,60,137830
2009,6,North Ayrshire,110,110,137830
2009,7,North Ayrshire,80,60,137830
2009,8,North Ayrshire,115,80,137830
2009,9,North Ayrshire,100,90,137830
2009,10,North Ayrshire,90,80,137830
2009,11,North Ayrshire,80,75,137830
2009,12,North Ayrshire,40,50,137830
2010,1,North Ayrshire,85,50,137800
2010,2,North Ayrshire,90,75,137800
2010,3,North Ayrshire,75,65,137800
2010,4,North Ayrshire,85,65,137800
2010,5,North Ayrshire,65,65,137800
2010,6,North Ayrshire,75,70,137800
2010,7,North Ayrshire,65,50,137800
2010,8,North Ayrshire,80,70,137800
2010,9,North Ayrshire,55,50,137800
2010,10,North Ayrshire,55,50,137800
2010,11,North Ayrshire,55,40,137800
2010,12,North Ayrshire,25,40,137800
2011,1,North Ayrshire,80,45,138090
2011,2,North Ayrshire,55,65,138090
2011,3,North Ayrshire,65,60,138090
2011,4,North Ayrshire,70,60,138090
2011,5,North Ayrshire,85,65,138090
2011,6,North Ayrshire,60,50,138090
2011,7,North Ayrshire,65,60,138090
2011,8,North Ayrshire,70,60,138090
2011,9,North Ayrshire,50,50,138090
2011,10,North Ayrshire,55,45,138090
2011,11,North Ayrshire,40,45,138090
2011,12,North Ayrshire,30,35,138090
2012,1,North Ayrshire,75,65,137570
2012,2,North Ayrshire,45,45,137570
2012,3,North Ayrshire,50,50,137570
2012,4,North Ayrshire,75,55,137570
2012,5,North Ayrshire,60,50,137570
2012,6,North Ayrshire,45,40,137570
2012,7,North Ayrshire,50,45,137570
2012,8,North Ayrshire,60,60,137570
2012,9,North Ayrshire,50,40,137570
2012,10,North Ayrshire,50,35,137570
2012,11,North Ayrshire,55,55,137570
2012,12,North Ayrshire,35,40,137570
2013,1,North Ayrshire,60,50,136940
2013,2,North Ayrshire,55,50,136940
2013,3,North Ayrshire,70,60,136940
2013,4,North Ayrshire,70,65,136940
2013,5,North Ayrshire,60,55,136940
2013,6,North Ayrshire,60,40,136940
2013,7,North Ayrshire,75,65,136940
2013,8,North Ayrshire,70,60,136940
2013,9,North Ayrshire,65,55,136940
2013,10,North Ayrshire,55,60,136940
2013,11,North Ayrshire,55,50,136940
2013,12,North Ayrshire,40,35,136940
2014,1,North Ayrshire,55,40,136480
2014,2,North Ayrshire,55,60,136480
2014,3,North Ayrshire,70,55,136480
2014,4,North Ayrshire,55,50,136480
2014,5,North Ayrshire,60,65,136480
2014,6,North Ayrshire,70,55,136480
2014,7,North Ayrshire,65,65,136480
2014,8,North Ayrshire,60,65,136480
2014,9,North Ayrshire,75,55,136480
2014,10,North Ayrshire,70,80,136480
2014,11,North Ayrshire,65,40,136480
2014,12,North Ayrshire,40,55,136480
2015,1,North Ayrshire,60,40,136130
2015,2,North Ayrshire,70,50,136130
2015,3,North Ayrshire,90,60,136130
2015,4,North Ayrshire,60,85,136130
2015,5,North Ayrshire,65,55,136130
2015,6,North Ayrshire,65,55,136130
2015,7,North Ayrshire,70,50,136130
2015,8,North Ayrshire,65,70,136130
2015,9,North Ayrshire,55,55,136130
2015,10,North Ayrshire,65,50,136130
2015,11,North Ayrshire,55,45,136130
2015,12,North Ayrshire,55,75,136130
2016,1,North Ayrshire,55,40,135890
2016,2,North Ayrshire,75,60,135890
2016,3,North Ayrshire,55,60,135890
2016,4,North Ayrshire,60,50,135890
2016,5,North Ayrshire,60,55,135890
2016,6,North Ayrshire,80,65,135890
2016,7,North Ayrshire,70,65,135890
2016,8,North Ayrshire,70,60,135890
2016,9,North Ayrshire,55,55,135890
2016,10,North Ayrshire,65,60,135890
2016,11,North Ayrshire,55,60,135890
2016,12,North Ayrshire,45,40,135890
2017,1,North Ayrshire,75,50,135790
2017,2,North Ayrshire,50,55,135790
2017,3,North Ayrshire,75,50,135790
2017,4,North Ayrshire,90,50,135790
2017,5,North Ayrshire,105,90,135790
2017,6,North Ayrshire,90,95,135790
2017,7,North Ayrshire,90,70,135790
2017,8,North Ayrshire,100,75,135790
2017,9,North Ayrshire,90,65,135790
2017,10,North Ayrshire,85,65,135790
2017,11,North Ayrshire,70,85,135790
2017,12,North Ayrshire,65,55,135790
2018,1,North Ayrshire,95,55,135280
2018,2,North Ayrshire,75,65,135280
2018,3,North Ayrshire,90,65,135280
2018,4,North Ayrshire,95,70,135280
2018,5,North Ayrshire,80,75,135280
2018,6,North Ayrshire,95,65,135280
2018,7,North Ayrshire,85,75,135280
2018,8,North Ayrshire,90,65,135280
2018,9,North Ayrshire,75,60,135280
2018,10,North Ayrshire,95,70,135280
2018,11,North Ayrshire,90,75,135280
2018,12,North Ayrshire,60,65,135280
2019,1,North Ayrshire,95,40,NA
2019,2,North Ayrshire,80,65,NA
2019,3,North Ayrshire,95,70,NA
2002,4,North Lanarkshire,230,140,322520
2002,5,North Lanarkshire,195,115,322520
2002,6,North Lanarkshire,180,105,322520
2002,7,North Lanarkshire,205,130,322520
2002,8,North Lanarkshire,235,145,322520
2002,9,North Lanarkshire,190,150,322520
2002,10,North Lanarkshire,275,180,322520
2002,11,North Lanarkshire,235,160,322520
2002,12,North Lanarkshire,175,120,322520
2003,1,North Lanarkshire,250,180,323700
2003,2,North Lanarkshire,260,165,323700
2003,3,North Lanarkshire,245,170,323700
2003,4,North Lanarkshire,270,140,323700
2003,5,North Lanarkshire,235,235,323700
2003,6,North Lanarkshire,225,165,323700
2003,7,North Lanarkshire,260,140,323700
2003,8,North Lanarkshire,275,170,323700
2003,9,North Lanarkshire,260,170,323700
2003,10,North Lanarkshire,275,200,323700
2003,11,North Lanarkshire,225,140,323700
2003,12,North Lanarkshire,185,120,323700
2004,1,North Lanarkshire,310,170,325400
2004,2,North Lanarkshire,265,195,325400
2004,3,North Lanarkshire,335,255,325400
2004,4,North Lanarkshire,330,215,325400
2004,5,North Lanarkshire,255,210,325400
2004,6,North Lanarkshire,395,230,325400
2004,7,North Lanarkshire,325,295,325400
2004,8,North Lanarkshire,425,265,325400
2004,9,North Lanarkshire,310,275,325400
2004,10,North Lanarkshire,330,260,325400
2004,11,North Lanarkshire,360,250,325400
2004,12,North Lanarkshire,210,210,325400
2005,1,North Lanarkshire,375,195,327140
2005,2,North Lanarkshire,335,240,327140
2005,3,North Lanarkshire,345,250,327140
2005,4,North Lanarkshire,360,255,327140
2005,5,North Lanarkshire,355,250,327140
2005,6,North Lanarkshire,395,315,327140
2005,7,North Lanarkshire,325,250,327140
2005,8,North Lanarkshire,375,300,327140
2005,9,North Lanarkshire,330,200,327140
2005,10,North Lanarkshire,325,245,327140
2005,11,North Lanarkshire,315,280,327140
2005,12,North Lanarkshire,215,195,327140
2006,1,North Lanarkshire,380,200,328740
2006,2,North Lanarkshire,330,275,328740
2006,3,North Lanarkshire,390,285,328740
2006,4,North Lanarkshire,300,220,328740
2006,5,North Lanarkshire,310,255,328740
2006,6,North Lanarkshire,345,240,328740
2006,7,North Lanarkshire,320,230,328740
2006,8,North Lanarkshire,370,270,328740
2006,9,North Lanarkshire,275,190,328740
2006,10,North Lanarkshire,355,280,328740
2006,11,North Lanarkshire,275,260,328740
2006,12,North Lanarkshire,185,135,328740
2007,1,North Lanarkshire,325,190,331160
2007,2,North Lanarkshire,375,255,331160
2007,3,North Lanarkshire,315,280,331160
2007,4,North Lanarkshire,290,210,331160
2007,5,North Lanarkshire,270,220,331160
2007,6,North Lanarkshire,320,205,331160
2007,7,North Lanarkshire,280,250,331160
2007,8,North Lanarkshire,340,240,331160
2007,9,North Lanarkshire,285,170,331160
2007,10,North Lanarkshire,320,250,331160
2007,11,North Lanarkshire,305,240,331160
2007,12,North Lanarkshire,190,210,331160
2008,1,North Lanarkshire,345,215,333280
2008,2,North Lanarkshire,310,220,333280
2008,3,North Lanarkshire,290,240,333280
2008,4,North Lanarkshire,325,235,333280
2008,5,North Lanarkshire,280,220,333280
2008,6,North Lanarkshire,315,230,333280
2008,7,North Lanarkshire,285,250,333280
2008,8,North Lanarkshire,285,210,333280
2008,9,North Lanarkshire,290,190,333280
2008,10,North Lanarkshire,290,245,333280
2008,11,North Lanarkshire,290,205,333280
2008,12,North Lanarkshire,210,160,333280
2009,1,North Lanarkshire,295,190,335160
2009,2,North Lanarkshire,310,210,335160
2009,3,North Lanarkshire,330,255,335160
2009,4,North Lanarkshire,270,230,335160
2009,5,North Lanarkshire,280,195,335160
2009,6,North Lanarkshire,235,220,335160
2009,7,North Lanarkshire,280,175,335160
2009,8,North Lanarkshire,270,200,335160
2009,9,North Lanarkshire,245,180,335160
2009,10,North Lanarkshire,260,220,335160
2009,11,North Lanarkshire,250,210,335160
2009,12,North Lanarkshire,145,155,335160
2010,1,North Lanarkshire,235,140,336280
2010,2,North Lanarkshire,260,175,336280
2010,3,North Lanarkshire,275,210,336280
2010,4,North Lanarkshire,230,185,336280
2010,5,North Lanarkshire,215,170,336280
2010,6,North Lanarkshire,230,190,336280
2010,7,North Lanarkshire,190,160,336280
2010,8,North Lanarkshire,240,155,336280
2010,9,North Lanarkshire,200,160,336280
2010,10,North Lanarkshire,185,150,336280
2010,11,North Lanarkshire,200,140,336280
2010,12,North Lanarkshire,140,135,336280
2011,1,North Lanarkshire,220,115,337720
2011,2,North Lanarkshire,200,170,337720
2011,3,North Lanarkshire,225,190,337720
2011,4,North Lanarkshire,175,140,337720
2011,5,North Lanarkshire,180,135,337720
2011,6,North Lanarkshire,200,140,337720
2011,7,North Lanarkshire,180,150,337720
2011,8,North Lanarkshire,210,155,337720
2011,9,North Lanarkshire,175,150,337720
2011,10,North Lanarkshire,190,135,337720
2011,11,North Lanarkshire,175,140,337720
2011,12,North Lanarkshire,115,135,337720
2012,1,North Lanarkshire,170,100,337890
2012,2,North Lanarkshire,230,145,337890
2012,3,North Lanarkshire,215,175,337890
2012,4,North Lanarkshire,180,160,337890
2012,5,North Lanarkshire,210,175,337890
2012,6,North Lanarkshire,175,140,337890
2012,7,North Lanarkshire,180,145,337890
2012,8,North Lanarkshire,210,150,337890
2012,9,North Lanarkshire,195,165,337890
2012,10,North Lanarkshire,170,170,337890
2012,11,North Lanarkshire,145,125,337890
2012,12,North Lanarkshire,100,90,337890
2013,1,North Lanarkshire,195,120,337780
2013,2,North Lanarkshire,170,140,337780
2013,3,North Lanarkshire,165,130,337780
2013,4,North Lanarkshire,170,145,337780
2013,5,North Lanarkshire,185,145,337780
2013,6,North Lanarkshire,170,125,337780
2013,7,North Lanarkshire,170,140,337780
2013,8,North Lanarkshire,155,125,337780
2013,9,North Lanarkshire,150,120,337780
2013,10,North Lanarkshire,140,125,337780
2013,11,North Lanarkshire,125,100,337780
2013,12,North Lanarkshire,100,80,337780
2014,1,North Lanarkshire,175,85,338000
2014,2,North Lanarkshire,165,140,338000
2014,3,North Lanarkshire,165,125,338000
2014,4,North Lanarkshire,185,115,338000
2014,5,North Lanarkshire,150,145,338000
2014,6,North Lanarkshire,190,115,338000
2014,7,North Lanarkshire,160,140,338000
2014,8,North Lanarkshire,175,115,338000
2014,9,North Lanarkshire,185,140,338000
2014,10,North Lanarkshire,185,120,338000
2014,11,North Lanarkshire,130,130,338000
2014,12,North Lanarkshire,105,95,338000
2015,1,North Lanarkshire,155,90,338260
2015,2,North Lanarkshire,180,125,338260
2015,3,North Lanarkshire,155,145,338260
2015,4,North Lanarkshire,155,120,338260
2015,5,North Lanarkshire,150,105,338260
2015,6,North Lanarkshire,165,145,338260
2015,7,North Lanarkshire,165,130,338260
2015,8,North Lanarkshire,185,115,338260
2015,9,North Lanarkshire,150,140,338260
2015,10,North Lanarkshire,160,95,338260
2015,11,North Lanarkshire,160,110,338260
2015,12,North Lanarkshire,105,135,338260
2016,1,North Lanarkshire,180,65,339390
2016,2,North Lanarkshire,160,150,339390
2016,3,North Lanarkshire,165,125,339390
2016,4,North Lanarkshire,160,125,339390
2016,5,North Lanarkshire,160,150,339390
2016,6,North Lanarkshire,175,125,339390
2016,7,North Lanarkshire,160,130,339390
2016,8,North Lanarkshire,175,140,339390
2016,9,North Lanarkshire,145,120,339390
2016,10,North Lanarkshire,135,105,339390
2016,11,North Lanarkshire,145,105,339390
2016,12,North Lanarkshire,120,125,339390
2017,1,North Lanarkshire,195,100,339960
2017,2,North Lanarkshire,150,145,339960
2017,3,North Lanarkshire,175,145,339960
2017,4,North Lanarkshire,135,110,339960
2017,5,North Lanarkshire,180,145,339960
2017,6,North Lanarkshire,185,170,339960
2017,7,North Lanarkshire,155,110,339960
2017,8,North Lanarkshire,185,145,339960
2017,9,North Lanarkshire,170,135,339960
2017,10,North Lanarkshire,200,155,339960
2017,11,North Lanarkshire,195,185,339960
2017,12,North Lanarkshire,115,165,339960
2018,1,North Lanarkshire,205,125,340180
2018,2,North Lanarkshire,210,170,340180
2018,3,North Lanarkshire,210,180,340180
2018,4,North Lanarkshire,195,155,340180
2018,5,North Lanarkshire,200,195,340180
2018,6,North Lanarkshire,220,170,340180
2018,7,North Lanarkshire,220,185,340180
2018,8,North Lanarkshire,255,210,340180
2018,9,North Lanarkshire,175,175,340180
2018,10,North Lanarkshire,210,195,340180
2018,11,North Lanarkshire,180,180,340180
2018,12,North Lanarkshire,140,120,340180
2019,1,North Lanarkshire,210,135,NA
2019,2,North Lanarkshire,180,160,NA
2019,3,North Lanarkshire,175,130,NA
2002,4,Orkney,15,10,19330
2002,5,Orkney,15,5,19330
2002,6,Orkney,10,10,19330
2002,7,Orkney,20,10,19330
2002,8,Orkney,15,10,19330
2002,9,Orkney,15,5,19330
2002,10,Orkney,10,5,19330
2002,11,Orkney,10,10,19330
2002,12,Orkney,5,5,19330
2003,1,Orkney,15,5,19540
2003,2,Orkney,15,5,19540
2003,3,Orkney,5,5,19540
2003,4,Orkney,15,5,19540
2003,5,Orkney,10,5,19540
2003,6,Orkney,15,0,19540
2003,7,Orkney,15,10,19540
2003,8,Orkney,10,5,19540
2003,9,Orkney,10,0,19540
2003,10,Orkney,15,15,19540
2003,11,Orkney,5,5,19540
2003,12,Orkney,15,5,19540
2004,1,Orkney,15,5,19830
2004,2,Orkney,15,5,19830
2004,3,Orkney,30,10,19830
2004,4,Orkney,20,5,19830
2004,5,Orkney,20,15,19830
2004,6,Orkney,20,10,19830
2004,7,Orkney,25,5,19830
2004,8,Orkney,15,10,19830
2004,9,Orkney,15,0,19830
2004,10,Orkney,15,10,19830
2004,11,Orkney,20,10,19830
2004,12,Orkney,10,0,19830
2005,1,Orkney,20,10,20070
2005,2,Orkney,15,5,20070
2005,3,Orkney,20,15,20070
2005,4,Orkney,15,5,20070
2005,5,Orkney,15,10,20070
2005,6,Orkney,20,20,20070
2005,7,Orkney,20,10,20070
2005,8,Orkney,20,15,20070
2005,9,Orkney,10,15,20070
2005,10,Orkney,15,5,20070
2005,11,Orkney,15,5,20070
2005,12,Orkney,20,15,20070
2006,1,Orkney,10,15,20340
2006,2,Orkney,20,10,20340
2006,3,Orkney,20,10,20340
2006,4,Orkney,10,15,20340
2006,5,Orkney,25,10,20340
2006,6,Orkney,20,25,20340
2006,7,Orkney,25,10,20340
2006,8,Orkney,15,15,20340
2006,9,Orkney,20,15,20340
2006,10,Orkney,30,5,20340
2006,11,Orkney,20,25,20340
2006,12,Orkney,10,15,20340
2007,1,Orkney,15,10,20580
2007,2,Orkney,20,10,20580
2007,3,Orkney,20,15,20580
2007,4,Orkney,10,10,20580
2007,5,Orkney,20,10,20580
2007,6,Orkney,10,5,20580
2007,7,Orkney,10,5,20580
2007,8,Orkney,10,10,20580
2007,9,Orkney,10,10,20580
2007,10,Orkney,10,5,20580
2007,11,Orkney,10,5,20580
2007,12,Orkney,10,0,20580
2008,1,Orkney,15,10,20740
2008,2,Orkney,20,15,20740
2008,3,Orkney,10,10,20740
2008,4,Orkney,5,5,20740
2008,5,Orkney,10,5,20740
2008,6,Orkney,10,5,20740
2008,7,Orkney,5,5,20740
2008,8,Orkney,10,0,20740
2008,9,Orkney,15,5,20740
2008,10,Orkney,10,5,20740
2008,11,Orkney,5,5,20740
2008,12,Orkney,5,5,20740
2009,1,Orkney,10,0,20940
2009,2,Orkney,5,5,20940
2009,3,Orkney,10,5,20940
2009,4,Orkney,10,5,20940
2009,5,Orkney,10,10,20940
2009,6,Orkney,10,5,20940
2009,7,Orkney,10,5,20940
2009,8,Orkney,10,10,20940
2009,9,Orkney,10,5,20940
2009,10,Orkney,10,10,20940
2009,11,Orkney,10,5,20940
2009,12,Orkney,5,5,20940
2010,1,Orkney,20,5,21220
2010,2,Orkney,10,10,21220
2010,3,Orkney,15,10,21220
2010,4,Orkney,20,5,21220
2010,5,Orkney,15,25,21220
2010,6,Orkney,15,5,21220
2010,7,Orkney,15,10,21220
2010,8,Orkney,15,5,21220
2010,9,Orkney,10,10,21220
2010,10,Orkney,5,5,21220
2010,11,Orkney,5,10,21220
2010,12,Orkney,5,5,21220
2011,1,Orkney,10,5,21420
2011,2,Orkney,15,5,21420
2011,3,Orkney,10,10,21420
2011,4,Orkney,15,5,21420
2011,5,Orkney,10,10,21420
2011,6,Orkney,15,10,21420
2011,7,Orkney,15,15,21420
2011,8,Orkney,15,5,21420
2011,9,Orkney,10,10,21420
2011,10,Orkney,5,5,21420
2011,11,Orkney,15,10,21420
2011,12,Orkney,5,10,21420
2012,1,Orkney,15,10,21530
2012,2,Orkney,20,10,21530
2012,3,Orkney,15,20,21530
2012,4,Orkney,10,15,21530
2012,5,Orkney,10,5,21530
2012,6,Orkney,10,5,21530
2012,7,Orkney,10,10,21530
2012,8,Orkney,10,10,21530
2012,9,Orkney,10,10,21530
2012,10,Orkney,10,5,21530
2012,11,Orkney,10,5,21530
2012,12,Orkney,0,10,21530
2013,1,Orkney,5,0,21560
2013,2,Orkney,10,5,21560
2013,3,Orkney,5,10,21560
2013,4,Orkney,10,5,21560
2013,5,Orkney,10,5,21560
2013,6,Orkney,10,0,21560
2013,7,Orkney,10,10,21560
2013,8,Orkney,5,5,21560
2013,9,Orkney,5,5,21560
2013,10,Orkney,15,5,21560
2013,11,Orkney,10,10,21560
2013,12,Orkney,5,10,21560
2014,1,Orkney,15,10,21580
2014,2,Orkney,5,5,21580
2014,3,Orkney,10,10,21580
2014,4,Orkney,5,10,21580
2014,5,Orkney,10,5,21580
2014,6,Orkney,5,10,21580
2014,7,Orkney,5,5,21580
2014,8,Orkney,5,5,21580
2014,9,Orkney,5,0,21580
2014,10,Orkney,5,5,21580
2014,11,Orkney,10,5,21580
2014,12,Orkney,0,0,21580
2015,1,Orkney,10,5,21670
2015,2,Orkney,10,5,21670
2015,3,Orkney,10,10,21670
2015,4,Orkney,10,10,21670
2015,5,Orkney,10,5,21670
2015,6,Orkney,10,10,21670
2015,7,Orkney,10,10,21670
2015,8,Orkney,10,10,21670
2015,9,Orkney,5,5,21670
2015,10,Orkney,5,5,21670
2015,11,Orkney,10,5,21670
2015,12,Orkney,0,5,21670
2016,1,Orkney,5,5,21850
2016,2,Orkney,5,5,21850
2016,3,Orkney,15,5,21850
2016,4,Orkney,10,5,21850
2016,5,Orkney,10,15,21850
2016,6,Orkney,5,5,21850
2016,7,Orkney,10,5,21850
2016,8,Orkney,15,10,21850
2016,9,Orkney,10,10,21850
2016,10,Orkney,10,10,21850
2016,11,Orkney,10,5,21850
2016,12,Orkney,5,5,21850
2017,1,Orkney,10,10,22000
2017,2,Orkney,10,5,22000
2017,3,Orkney,20,10,22000
2017,4,Orkney,10,10,22000
2017,5,Orkney,5,10,22000
2017,6,Orkney,15,10,22000
2017,7,Orkney,15,5,22000
2017,8,Orkney,15,15,22000
