Year,Month,Council,Applications,Assessments,pop
2016,8,Glasgow City,495,430,615070
2016,9,Glasgow City,425,330,615070
2016,10,Glasgow City,440,360,615070
2016,11,Glasgow City,435,435,615070
2016,12,Glasgow City,335,260,615070
2017,1,Glasgow City,490,335,621020
2017,2,Glasgow City,420,395,621020
2017,3,Glasgow City,555,440,621020
2017,4,Glasgow City,420,365,621020
2017,5,Glasgow City,450,375,621020
2017,6,Glasgow City,500,375,621020
2017,7,Glasgow City,450,395,621020
2017,8,Glasgow City,535,400,621020
2017,9,Glasgow City,415,300,621020
2017,10,Glasgow City,470,405,621020
2017,11,Glasgow City,440,315,621020
2017,12,Glasgow City,335,345,621020
2018,1,Glasgow City,405,295,626410
2018,2,Glasgow City,390,310,626410
2018,3,Glasgow City,440,330,626410
2018,4,Glasgow City,460,370,626410
2018,5,Glasgow City,485,385,626410
2018,6,Glasgow City,460,355,626410
2018,7,Glasgow City,465,355,626410
2018,8,Glasgow City,510,470,626410
2018,9,Glasgow City,415,345,626410
2018,10,Glasgow City,540,490,626410
2018,11,Glasgow City,485,420,626410
2018,12,Glasgow City,365,300,626410
2019,1,Glasgow City,505,365,NA
2019,2,Glasgow City,490,395,NA
2019,3,Glasgow City,500,410,NA
2002,4,Highland,105,100,209760
2002,5,Highland,90,75,209760
2002,6,Highland,85,60,209760
2002,7,Highland,95,75,209760
2002,8,Highland,100,55,209760
2002,9,Highland,105,90,209760
2002,10,Highland,135,90,209760
2002,11,Highland,105,90,209760
2002,12,Highland,85,65,209760
2003,1,Highland,170,100,211640
2003,2,Highland,150,140,211640
2003,3,Highland,155,115,211640
2003,4,Highland,160,120,211640
2003,5,Highland,140,115,211640
2003,6,Highland,180,155,211640
2003,7,Highland,150,50,211640
2003,8,Highland,170,180,211640
2003,9,Highland,200,160,211640
2003,10,Highland,185,150,211640
2003,11,Highland,165,135,211640
2003,12,Highland,110,100,211640
2004,1,Highland,215,160,214560
2004,2,Highland,195,150,214560
2004,3,Highland,240,155,214560
2004,4,Highland,175,145,214560
2004,5,Highland,180,150,214560
2004,6,Highland,200,170,214560
2004,7,Highland,160,115,214560
2004,8,Highland,190,115,214560
2004,9,Highland,185,155,214560
2004,10,Highland,170,130,214560
2004,11,Highland,190,125,214560
2004,12,Highland,125,110,214560
2005,1,Highland,255,150,218060
2005,2,Highland,230,170,218060
2005,3,Highland,240,180,218060
2005,4,Highland,200,155,218060
2005,5,Highland,240,190,218060
2005,6,Highland,205,165,218060
2005,7,Highland,195,115,218060
2005,8,Highland,225,190,218060
2005,9,Highland,220,195,218060
2005,10,Highland,200,90,218060
2005,11,Highland,215,180,218060
2005,12,Highland,120,95,218060
2006,1,Highland,210,150,220780
2006,2,Highland,225,175,220780
2006,3,Highland,205,165,220780
2006,4,Highland,170,115,220780
2006,5,Highland,220,180,220780
2006,6,Highland,170,140,220780
2006,7,Highland,180,105,220780
2006,8,Highland,200,135,220780
2006,9,Highland,200,140,220780
2006,10,Highland,200,140,220780
2006,11,Highland,195,155,220780
2006,12,Highland,115,75,220780
2007,1,Highland,195,110,224000
2007,2,Highland,175,145,224000
2007,3,Highland,195,175,224000
2007,4,Highland,185,110,224000
2007,5,Highland,205,175,224000
2007,6,Highland,150,105,224000
2007,7,Highland,245,135,224000
2007,8,Highland,235,155,224000
2007,9,Highland,180,135,224000
2007,10,Highland,195,130,224000
2007,11,Highland,165,150,224000
2007,12,Highland,95,75,224000
2008,1,Highland,245,120,226970
2008,2,Highland,210,170,226970
2008,3,Highland,185,135,226970
2008,4,Highland,210,165,226970
2008,5,Highland,200,180,226970
2008,6,Highland,235,155,226970
2008,7,Highland,185,150,226970
2008,8,Highland,185,190,226970
2008,9,Highland,220,165,226970
2008,10,Highland,175,120,226970
2008,11,Highland,185,120,226970
2008,12,Highland,130,125,226970
2009,1,Highland,210,140,228750
2009,2,Highland,230,185,228750
2009,3,Highland,205,185,228750
2009,4,Highland,195,135,228750
2009,5,Highland,210,165,228750
2009,6,Highland,200,160,228750
2009,7,Highland,245,190,228750
2009,8,Highland,200,160,228750
2009,9,Highland,210,185,228750
2009,10,Highland,170,160,228750
2009,11,Highland,190,155,228750
2009,12,Highland,130,115,228750
2010,1,Highland,205,115,230730
2010,2,Highland,195,150,230730
2010,3,Highland,225,175,230730
2010,4,Highland,205,185,230730
2010,5,Highland,215,190,230730
2010,6,Highland,200,155,230730
2010,7,Highland,185,160,230730
2010,8,Highland,195,175,230730
2010,9,Highland,200,165,230730
2010,10,Highland,155,125,230730
2010,11,Highland,135,120,230730
2010,12,Highland,100,80,230730
2011,1,Highland,180,80,232730
2011,2,Highland,165,135,232730
2011,3,Highland,215,155,232730
2011,4,Highland,135,110,232730
2011,5,Highland,160,95,232730
2011,6,Highland,125,140,232730
2011,7,Highland,100,80,232730
2011,8,Highland,105,100,232730
2011,9,Highland,85,75,232730
2011,10,Highland,80,60,232730
2011,11,Highland,80,80,232730
2011,12,Highland,45,55,232730
2012,1,Highland,135,80,232890
2012,2,Highland,130,130,232890
2012,3,Highland,110,110,232890
2012,4,Highland,110,75,232890
2012,5,Highland,105,100,232890
2012,6,Highland,70,85,232890
2012,7,Highland,85,80,232890
2012,8,Highland,90,55,232890
2012,9,Highland,70,65,232890
2012,10,Highland,95,65,232890
2012,11,Highland,85,100,232890
2012,12,Highland,45,50,232890
2013,1,Highland,85,55,232930
2013,2,Highland,95,85,232930
2013,3,Highland,90,70,232930
2013,4,Highland,65,95,232930
2013,5,Highland,75,40,232930
2013,6,Highland,75,90,232930
2013,7,Highland,100,85,232930
2013,8,Highland,75,90,232930
2013,9,Highland,95,80,232930
2013,10,Highland,90,80,232930
2013,11,Highland,80,80,232930
2013,12,Highland,80,75,232930
2014,1,Highland,85,55,233080
2014,2,Highland,100,125,233080
2014,3,Highland,95,75,233080
2014,4,Highland,80,80,233080
2014,5,Highland,80,90,233080
2014,6,Highland,85,75,233080
2014,7,Highland,75,55,233080
2014,8,Highland,70,65,233080
2014,9,Highland,115,100,233080
2014,10,Highland,80,80,233080
2014,11,Highland,90,95,233080
2014,12,Highland,65,75,233080
2015,1,Highland,110,80,234110
2015,2,Highland,95,65,234110
2015,3,Highland,85,100,234110
2015,4,Highland,90,85,234110
2015,5,Highland,95,80,234110
2015,6,Highland,100,80,234110
2015,7,Highland,85,95,234110
2015,8,Highland,95,75,234110
2015,9,Highland,100,100,234110
2015,10,Highland,85,85,234110
2015,11,Highland,85,50,234110
2015,12,Highland,55,75,234110
2016,1,Highland,65,35,234770
2016,2,Highland,95,110,234770
2016,3,Highland,105,90,234770
2016,4,Highland,105,110,234770
2016,5,Highland,100,90,234770
2016,6,Highland,90,90,234770
2016,7,Highland,95,80,234770
2016,8,Highland,110,90,234770
2016,9,Highland,110,105,234770
2016,10,Highland,105,80,234770
2016,11,Highland,95,90,234770
2016,12,Highland,70,95,234770
2017,1,Highland,100,70,235180
2017,2,Highland,100,90,235180
2017,3,Highland,110,100,235180
2017,4,Highland,70,80,235180
2017,5,Highland,100,75,235180
2017,6,Highland,105,105,235180
2017,7,Highland,105,90,235180
2017,8,Highland,85,90,235180
2017,9,Highland,105,80,235180
2017,10,Highland,90,85,235180
2017,11,Highland,85,70,235180
2017,12,Highland,75,90,235180
2018,1,Highland,130,85,235540
2018,2,Highland,85,85,235540
2018,3,Highland,120,95,235540
2018,4,Highland,105,105,235540
2018,5,Highland,105,100,235540
2018,6,Highland,105,105,235540
2018,7,Highland,90,100,235540
2018,8,Highland,115,80,235540
2018,9,Highland,95,75,235540
2018,10,Highland,110,125,235540
2018,11,Highland,90,75,235540
2018,12,Highland,80,85,235540
2019,1,Highland,95,65,NA
2019,2,Highland,100,95,NA
2019,3,Highland,80,80,NA
2002,4,Inverclyde,50,35,83730
2002,5,Inverclyde,25,15,83730
2002,6,Inverclyde,35,25,83730
2002,7,Inverclyde,30,25,83730
2002,8,Inverclyde,60,40,83730
2002,9,Inverclyde,50,35,83730
2002,10,Inverclyde,80,55,83730
2002,11,Inverclyde,75,45,83730
2002,12,Inverclyde,45,35,83730
2003,1,Inverclyde,50,40,83300
2003,2,Inverclyde,65,55,83300
2003,3,Inverclyde,85,65,83300
2003,4,Inverclyde,60,35,83300
2003,5,Inverclyde,65,50,83300
2003,6,Inverclyde,55,55,83300
2003,7,Inverclyde,70,50,83300
2003,8,Inverclyde,55,70,83300
2003,9,Inverclyde,35,45,83300
2003,10,Inverclyde,45,40,83300
2003,11,Inverclyde,35,30,83300
2003,12,Inverclyde,30,30,83300
2004,1,Inverclyde,75,60,82690
2004,2,Inverclyde,85,45,82690
2004,3,Inverclyde,85,60,82690
2004,4,Inverclyde,75,30,82690
2004,5,Inverclyde,75,50,82690
2004,6,Inverclyde,65,40,82690
2004,7,Inverclyde,60,30,82690
2004,8,Inverclyde,75,30,82690
2004,9,Inverclyde,65,30,82690
2004,10,Inverclyde,75,45,82690
2004,11,Inverclyde,65,45,82690
2004,12,Inverclyde,50,25,82690
2005,1,Inverclyde,70,25,82680
2005,2,Inverclyde,60,25,82680
2005,3,Inverclyde,90,50,82680
2005,4,Inverclyde,80,55,82680
2005,5,Inverclyde,80,50,82680
2005,6,Inverclyde,75,40,82680
2005,7,Inverclyde,60,45,82680
2005,8,Inverclyde,85,40,82680
2005,9,Inverclyde,70,35,82680
2005,10,Inverclyde,65,40,82680
2005,11,Inverclyde,80,70,82680
2005,12,Inverclyde,45,35,82680
2006,1,Inverclyde,75,40,82320
2006,2,Inverclyde,80,55,82320
2006,3,Inverclyde,90,70,82320
2006,4,Inverclyde,70,45,82320
2006,5,Inverclyde,60,50,82320
2006,6,Inverclyde,75,45,82320
2006,7,Inverclyde,65,35,82320
2006,8,Inverclyde,75,70,82320
2006,9,Inverclyde,65,30,82320
2006,10,Inverclyde,70,35,82320
2006,11,Inverclyde,65,55,82320
2006,12,Inverclyde,30,20,82320
2007,1,Inverclyde,35,50,82110
2007,2,Inverclyde,80,30,82110
2007,3,Inverclyde,50,40,82110
2007,4,Inverclyde,50,35,82110
2007,5,Inverclyde,70,50,82110
2007,6,Inverclyde,35,35,82110
2007,7,Inverclyde,45,25,82110
2007,8,Inverclyde,50,30,82110
2007,9,Inverclyde,30,30,82110
2007,10,Inverclyde,45,25,82110
2007,11,Inverclyde,30,25,82110
2007,12,Inverclyde,35,20,82110
2008,1,Inverclyde,40,25,82000
2008,2,Inverclyde,45,25,82000
2008,3,Inverclyde,45,30,82000
2008,4,Inverclyde,60,35,82000
2008,5,Inverclyde,55,25,82000
2008,6,Inverclyde,30,30,82000
2008,7,Inverclyde,55,30,82000
2008,8,Inverclyde,60,30,82000
2008,9,Inverclyde,55,40,82000
2008,10,Inverclyde,65,45,82000
2008,11,Inverclyde,50,25,82000
2008,12,Inverclyde,30,25,82000
2009,1,Inverclyde,60,30,81670
2009,2,Inverclyde,50,40,81670
2009,3,Inverclyde,55,30,81670
2009,4,Inverclyde,45,25,81670
2009,5,Inverclyde,50,20,81670
2009,6,Inverclyde,45,30,81670
2009,7,Inverclyde,50,30,81670
2009,8,Inverclyde,40,30,81670
2009,9,Inverclyde,55,20,81670
2009,10,Inverclyde,50,55,81670
2009,11,Inverclyde,45,20,81670
2009,12,Inverclyde,30,25,81670
2010,1,Inverclyde,45,25,81510
2010,2,Inverclyde,50,35,81510
2010,3,Inverclyde,75,55,81510
2010,4,Inverclyde,45,45,81510
2010,5,Inverclyde,50,35,81510
2010,6,Inverclyde,45,25,81510
2010,7,Inverclyde,45,30,81510
2010,8,Inverclyde,40,35,81510
2010,9,Inverclyde,35,30,81510
2010,10,Inverclyde,40,25,81510
2010,11,Inverclyde,45,30,81510
2010,12,Inverclyde,35,20,81510
2011,1,Inverclyde,50,30,81220
2011,2,Inverclyde,45,35,81220
2011,3,Inverclyde,55,40,81220
2011,4,Inverclyde,35,30,81220
2011,5,Inverclyde,35,25,81220
2011,6,Inverclyde,45,25,81220
2011,7,Inverclyde,45,25,81220
2011,8,Inverclyde,50,45,81220
2011,9,Inverclyde,20,30,81220
2011,10,Inverclyde,35,20,81220
2011,11,Inverclyde,35,25,81220
2011,12,Inverclyde,25,15,81220
2012,1,Inverclyde,35,30,80690
2012,2,Inverclyde,35,20,80690
2012,3,Inverclyde,40,35,80690
2012,4,Inverclyde,25,20,80690
2012,5,Inverclyde,30,25,80690
2012,6,Inverclyde,35,30,80690
2012,7,Inverclyde,35,30,80690
2012,8,Inverclyde,15,20,80690
2012,9,Inverclyde,25,20,80690
2012,10,Inverclyde,35,25,80690
2012,11,Inverclyde,25,20,80690
2012,12,Inverclyde,15,10,80690
2013,1,Inverclyde,25,25,80340
2013,2,Inverclyde,15,10,80340
2013,3,Inverclyde,25,20,80340
2013,4,Inverclyde,25,20,80340
2013,5,Inverclyde,35,25,80340
2013,6,Inverclyde,25,20,80340
2013,7,Inverclyde,30,20,80340
2013,8,Inverclyde,25,25,80340
2013,9,Inverclyde,30,30,80340
2013,10,Inverclyde,25,20,80340
2013,11,Inverclyde,20,25,80340
2013,12,Inverclyde,20,5,80340
2014,1,Inverclyde,15,20,79890
2014,2,Inverclyde,25,15,79890
2014,3,Inverclyde,20,20,79890
2014,4,Inverclyde,25,20,79890
2014,5,Inverclyde,25,15,79890
2014,6,Inverclyde,20,15,79890
2014,7,Inverclyde,30,25,79890
2014,8,Inverclyde,20,20,79890
2014,9,Inverclyde,25,10,79890
2014,10,Inverclyde,20,25,79890
2014,11,Inverclyde,20,10,79890
2014,12,Inverclyde,10,10,79890
2015,1,Inverclyde,20,15,79500
2015,2,Inverclyde,30,25,79500
2015,3,Inverclyde,25,20,79500
2015,4,Inverclyde,30,20,79500
2015,5,Inverclyde,15,10,79500
2015,6,Inverclyde,20,15,79500
2015,7,Inverclyde,20,10,79500
2015,8,Inverclyde,30,25,79500
2015,9,Inverclyde,15,20,79500
2015,10,Inverclyde,15,10,79500
2015,11,Inverclyde,15,10,79500
2015,12,Inverclyde,20,10,79500
2016,1,Inverclyde,25,10,79160
2016,2,Inverclyde,20,15,79160
2016,3,Inverclyde,25,15,79160
2016,4,Inverclyde,15,20,79160
2016,5,Inverclyde,20,10,79160
2016,6,Inverclyde,25,25,79160
2016,7,Inverclyde,15,15,79160
2016,8,Inverclyde,20,15,79160
2016,9,Inverclyde,20,15,79160
2016,10,Inverclyde,20,20,79160
2016,11,Inverclyde,25,15,79160
2016,12,Inverclyde,10,10,79160
2017,1,Inverclyde,25,15,78760
2017,2,Inverclyde,20,20,78760
2017,3,Inverclyde,20,20,78760
2017,4,Inverclyde,20,15,78760
2017,5,Inverclyde,15,15,78760
2017,6,Inverclyde,15,10,78760
2017,7,Inverclyde,20,15,78760
2017,8,Inverclyde,25,15,78760
2017,9,Inverclyde,15,15,78760
2017,10,Inverclyde,15,10,78760
2017,11,Inverclyde,20,20,78760
2017,12,Inverclyde,10,5,78760
2018,1,Inverclyde,15,10,78150
2018,2,Inverclyde,15,15,78150
2018,3,Inverclyde,20,15,78150
2018,4,Inverclyde,15,20,78150
2018,5,Inverclyde,15,10,78150
2018,6,Inverclyde,20,10,78150
2018,7,Inverclyde,15,15,78150
2018,8,Inverclyde,25,15,78150
2018,9,Inverclyde,25,20,78150
2018,10,Inverclyde,15,15,78150
2018,11,Inverclyde,20,10,78150
2018,12,Inverclyde,10,5,78150
2019,1,Inverclyde,10,5,NA
2019,2,Inverclyde,15,5,NA
2019,3,Inverclyde,20,10,NA
2002,4,Midlothian,40,35,80880
2002,5,Midlothian,45,45,80880
2002,6,Midlothian,35,35,80880
2002,7,Midlothian,25,25,80880
2002,8,Midlothian,35,30,80880
2002,9,Midlothian,45,45,80880
2002,10,Midlothian,45,40,80880
2002,11,Midlothian,30,30,80880
2002,12,Midlothian,25,25,80880
2003,1,Midlothian,40,40,80280
2003,2,Midlothian,35,30,80280
2003,3,Midlothian,45,45,80280
2003,4,Midlothian,45,40,80280
2003,5,Midlothian,40,40,80280
2003,6,Midlothian,35,40,80280
2003,7,Midlothian,45,40,80280
2003,8,Midlothian,50,45,80280
2003,9,Midlothian,50,45,80280
2003,10,Midlothian,45,40,80280
2003,11,Midlothian,50,45,80280
2003,12,Midlothian,35,30,80280
2004,1,Midlothian,45,45,80230
2004,2,Midlothian,55,50,80230
2004,3,Midlothian,55,40,80230
2004,4,Midlothian,50,45,80230
2004,5,Midlothian,40,35,80230
2004,6,Midlothian,40,40,80230
2004,7,Midlothian,65,50,80230
2004,8,Midlothian,55,45,80230
2004,9,Midlothian,65,55,80230
2004,10,Midlothian,45,45,80230
2004,11,Midlothian,55,50,80230
2004,12,Midlothian,40,45,80230
2005,1,Midlothian,40,40,80050
2005,2,Midlothian,45,40,80050
2005,3,Midlothian,80,80,80050
2005,4,Midlothian,55,50,80050
2005,5,Midlothian,55,55,80050
2005,6,Midlothian,45,45,80050
2005,7,Midlothian,45,45,80050
2005,8,Midlothian,55,55,80050
2005,9,Midlothian,90,85,80050
2005,10,Midlothian,55,50,80050
2005,11,Midlothian,55,50,80050
2005,12,Midlothian,30,25,80050
2006,1,Midlothian,40,40,79990
2006,2,Midlothian,55,50,79990
2006,3,Midlothian,65,60,79990
2006,4,Midlothian,25,25,79990
2006,5,Midlothian,40,30,79990
2006,6,Midlothian,40,40,79990
2006,7,Midlothian,55,45,79990
2006,8,Midlothian,45,45,79990
2006,9,Midlothian,80,60,79990
2006,10,Midlothian,80,70,79990
2006,11,Midlothian,55,55,79990
2006,12,Midlothian,40,40,79990
2007,1,Midlothian,85,80,80370
2007,2,Midlothian,70,60,80370
2007,3,Midlothian,70,60,80370
2007,4,Midlothian,50,55,80370
2007,5,Midlothian,60,55,80370
2007,6,Midlothian,50,50,80370
2007,7,Midlothian,50,50,80370
2007,8,Midlothian,70,55,80370
2007,9,Midlothian,60,50,80370
2007,10,Midlothian,70,70,80370
2007,11,Midlothian,50,40,80370
2007,12,Midlothian,35,30,80370
2008,1,Midlothian,70,55,81550
2008,2,Midlothian,100,65,81550
2008,3,Midlothian,80,45,81550
2008,4,Midlothian,70,45,81550
2008,5,Midlothian,60,35,81550
2008,6,Midlothian,75,75,81550
2008,7,Midlothian,75,50,81550
2008,8,Midlothian,80,55,81550
2008,9,Midlothian,70,40,81550
2008,10,Midlothian,80,55,81550
2008,11,Midlothian,55,45,81550
2008,12,Midlothian,40,35,81550
2009,1,Midlothian,90,70,81900
2009,2,Midlothian,90,60,81900
2009,3,Midlothian,85,55,81900
2009,4,Midlothian,65,40,81900
2009,5,Midlothian,80,45,81900
2009,6,Midlothian,95,70,81900
2009,7,Midlothian,75,55,81900
2009,8,Midlothian,55,45,81900
2009,9,Midlothian,55,50,81900
2009,10,Midlothian,55,35,81900
2009,11,Midlothian,60,40,81900
2009,12,Midlothian,30,35,81900
2010,1,Midlothian,60,40,82360
2010,2,Midlothian,55,55,82360
2010,3,Midlothian,50,45,82360
2010,4,Midlothian,60,50,82360
2010,5,Midlothian,50,35,82360
2010,6,Midlothian,65,35,82360
2010,7,Midlothian,45,55,82360
2010,8,Midlothian,65,50,82360
2010,9,Midlothian,60,45,82360
2010,10,Midlothian,45,50,82360
2010,11,Midlothian,45,30,82360
2010,12,Midlothian,20,15,82360
2011,1,Midlothian,75,45,83450
2011,2,Midlothian,55,50,83450
2011,3,Midlothian,70,65,83450
2011,4,Midlothian,70,55,83450
2011,5,Midlothian,80,70,83450
2011,6,Midlothian,65,35,83450
2011,7,Midlothian,75,75,83450
2011,8,Midlothian,55,45,83450
2011,9,Midlothian,75,60,83450
2011,10,Midlothian,65,50,83450
2011,11,Midlothian,60,35,83450
2011,12,Midlothian,30,45,83450
2012,1,Midlothian,55,40,84240
2012,2,Midlothian,65,70,84240
2012,3,Midlothian,55,50,84240
2012,4,Midlothian,75,50,84240
2012,5,Midlothian,60,60,84240
2012,6,Midlothian,70,45,84240
2012,7,Midlothian,90,75,84240
2012,8,Midlothian,55,50,84240
2012,9,Midlothian,50,35,84240
2012,10,Midlothian,65,55,84240
2012,11,Midlothian,60,40,84240
2012,12,Midlothian,30,30,84240
2013,1,Midlothian,75,60,84710
2013,2,Midlothian,70,40,84710
2013,3,Midlothian,50,40,84710
2013,4,Midlothian,70,50,84710
2013,5,Midlothian,60,45,84710
2013,6,Midlothian,45,35,84710
2013,7,Midlothian,60,55,84710
2013,8,Midlothian,50,30,84710
2013,9,Midlothian,40,50,84710
2013,10,Midlothian,65,45,84710
2013,11,Midlothian,40,55,84710
2013,12,Midlothian,20,20,84710
2014,1,Midlothian,55,70,86220
2014,2,Midlothian,45,45,86220
2014,3,Midlothian,55,45,86220
2014,4,Midlothian,55,40,86220
2014,5,Midlothian,50,55,86220
2014,6,Midlothian,60,50,86220
2014,7,Midlothian,60,45,86220
2014,8,Midlothian,50,50,86220
2014,9,Midlothian,35,45,86220
2014,10,Midlothian,45,30,86220
2014,11,Midlothian,45,45,86220
2014,12,Midlothian,20,25,86220
2015,1,Midlothian,45,35,87390
2015,2,Midlothian,55,50,87390
2015,3,Midlothian,55,60,87390
2015,4,Midlothian,45,45,87390
2015,5,Midlothian,45,35,87390
2015,6,Midlothian,55,50,87390
2015,7,Midlothian,40,45,87390
2015,8,Midlothian,35,30,87390
2015,9,Midlothian,45,40,87390
2015,10,Midlothian,40,35,87390
2015,11,Midlothian,35,40,87390
2015,12,Midlothian,30,30,87390
2016,1,Midlothian,55,40,88610
2016,2,Midlothian,45,40,88610
2016,3,Midlothian,50,45,88610
2016,4,Midlothian,50,55,88610
2016,5,Midlothian,45,30,88610
2016,6,Midlothian,40,50,88610
2016,7,Midlothian,35,35,88610
2016,8,Midlothian,50,35,88610
2016,9,Midlothian,45,45,88610
2016,10,Midlothian,40,40,88610
2016,11,Midlothian,25,35,88610
2016,12,Midlothian,20,10,88610
2017,1,Midlothian,50,40,90090
2017,2,Midlothian,55,55,90090
2017,3,Midlothian,55,50,90090
2017,4,Midlothian,40,45,90090
2017,5,Midlothian,45,45,90090
2017,6,Midlothian,55,50,90090
2017,7,Midlothian,60,50,90090
2017,8,Midlothian,60,50,90090
2017,9,Midlothian,45,55,90090
2017,10,Midlothian,60,45,90090
2017,11,Midlothian,40,45,90090
2017,12,Midlothian,20,20,90090
2018,1,Midlothian,45,35,91340
2018,2,Midlothian,55,45,91340
2018,3,Midlothian,45,45,91340
2018,4,Midlothian,40,40,91340
2018,5,Midlothian,40,35,91340
2018,6,Midlothian,50,45,91340
2018,7,Midlothian,45,45,91340
2018,8,Midlothian,50,45,91340
2018,9,Midlothian,35,35,91340
2018,10,Midlothian,50,45,91340
2018,11,Midlothian,35,40,91340
2018,12,Midlothian,20,20,91340
2019,1,Midlothian,45,40,NA
2019,2,Midlothian,40,40,NA
2019,3,Midlothian,40,35,NA
2002,4,Moray,30,20,87690
2002,5,Moray,40,20,87690
2002,6,Moray,35,20,87690
2002,7,Moray,35,25,87690
2002,8,Moray,25,15,87690
2002,9,Moray,35,20,87690
2002,10,Moray,45,25,87690
2002,11,Moray,330,325,87690
2002,12,Moray,15,15,87690
2003,1,Moray,40,25,88830
2003,2,Moray,40,20,88830
2003,3,Moray,45,30,88830
2003,4,Moray,45,30,88830
2003,5,Moray,40,40,88830
2003,6,Moray,45,35,88830
2003,7,Moray,50,30,88830
2003,8,Moray,40,40,88830
2003,9,Moray,45,25,88830
2003,10,Moray,60,50,88830
2003,11,Moray,55,40,88830
2003,12,Moray,40,35,88830
2004,1,Moray,75,40,89380
2004,2,Moray,60,55,89380
2004,3,Moray,65,30,89380
2004,4,Moray,70,55,89380
2004,5,Moray,65,35,89380
2004,6,Moray,70,60,89380
2004,7,Moray,95,40,89380
2004,8,Moray,105,45,89380
2004,9,Moray,90,70,89380
2004,10,Moray,90,45,89380
2004,11,Moray,95,45,89380
2004,12,Moray,40,25,89380
2005,1,Moray,95,30,90100
2005,2,Moray,80,55,90100
2005,3,Moray,95,60,90100
2005,4,Moray,95,45,90100
2005,5,Moray,85,50,90100
2005,6,Moray,110,45,90100
2005,7,Moray,90,50,90100
2005,8,Moray,110,35,90100
2005,9,Moray,105,30,90100
2005,10,Moray,65,65,90100
2005,11,Moray,90,20,90100
2005,12,Moray,45,25,90100
2006,1,Moray,135,55,90780
2006,2,Moray,95,80,90780
2006,3,Moray,105,55,90780
2006,4,Moray,65,40,90780
2006,5,Moray,90,40,90780
2006,6,Moray,75,45,90780
2006,7,Moray,55,75,90780
2006,8,Moray,75,50,90780
2006,9,Moray,75,45,90780
2006,10,Moray,60,65,90780
2006,11,Moray,55,35,90780
2006,12,Moray,30,30,90780
2007,1,Moray,70,30,91440
2007,2,Moray,75,65,91440
2007,3,Moray,85,45,91440
2007,4,Moray,65,65,91440
2007,5,Moray,75,40,91440
2007,6,Moray,65,50,91440
2007,7,Moray,75,60,91440
2007,8,Moray,90,40,91440
2007,9,Moray,75,40,91440
2007,10,Moray,65,45,91440
2007,11,Moray,75,40,91440
2007,12,Moray,30,45,91440
2008,1,Moray,90,55,92840
2008,2,Moray,85,60,92840
2008,3,Moray,70,60,92840
2008,4,Moray,70,60,92840
2008,5,Moray,65,45,92840
2008,6,Moray,55,45,92840
2008,7,Moray,55,40,92840
2008,8,Moray,65,35,92840
2008,9,Moray,75,75,92840
2008,10,Moray,70,35,92840
2008,11,Moray,50,40,92840
2008,12,Moray,30,30,92840
2009,1,Moray,70,35,93160
2009,2,Moray,75,45,93160
2009,3,Moray,70,45,93160
2009,4,Moray,80,35,93160
2009,5,Moray,50,45,93160
2009,6,Moray,60,60,93160
2009,7,Moray,70,70,93160
2009,8,Moray,75,55,93160
2009,9,Moray,150,125,93160
2009,10,Moray,65,55,93160
2009,11,Moray,60,30,93160
2009,12,Moray,50,30,93160
2010,1,Moray,85,45,93690
2010,2,Moray,70,50,93690
2010,3,Moray,95,70,93690
2010,4,Moray,65,65,93690
2010,5,Moray,80,65,93690
2010,6,Moray,60,50,93690
2010,7,Moray,70,45,93690
2010,8,Moray,55,50,93690
2010,9,Moray,55,40,93690
2010,10,Moray,40,30,93690
2010,11,Moray,55,35,93690
2010,12,Moray,20,25,93690
2011,1,Moray,55,25,93470
2011,2,Moray,50,35,93470
2011,3,Moray,50,35,93470
2011,4,Moray,35,30,93470
2011,5,Moray,40,30,93470
2011,6,Moray,40,35,93470
2011,7,Moray,55,35,93470
2011,8,Moray,50,40,93470
2011,9,Moray,50,25,93470
2011,10,Moray,35,30,93470
2011,11,Moray,45,30,93470
2011,12,Moray,20,25,93470
2012,1,Moray,55,20,92930
2012,2,Moray,45,35,92930
2012,3,Moray,55,45,92930
2012,4,Moray,45,25,92930
2012,5,Moray,55,30,92930
2012,6,Moray,55,50,92930
2012,7,Moray,55,40,92930
2012,8,Moray,45,40,92930
2012,9,Moray,45,30,92930
2012,10,Moray,40,25,92930
2012,11,Moray,40,30,92930
2012,12,Moray,30,25,92930
2013,1,Moray,55,35,94360
2013,2,Moray,55,25,94360
2013,3,Moray,40,40,94360
2013,4,Moray,45,30,94360
2013,5,Moray,40,30,94360
2013,6,Moray,45,25,94360
2013,7,Moray,40,45,94360
2013,8,Moray,50,15,94360
2013,9,Moray,45,35,94360
2013,10,Moray,55,30,94360
2013,11,Moray,35,25,94360
2013,12,Moray,40,15,94360
2014,1,Moray,65,40,94770
2014,2,Moray,50,35,94770
2014,3,Moray,45,45,94770
2014,4,Moray,50,30,94770
2014,5,Moray,55,35,94770
2014,6,Moray,60,35,94770
2014,7,Moray,40,45,94770
2014,8,Moray,45,25,94770
2014,9,Moray,55,20,94770
2014,10,Moray,35,35,94770
2014,11,Moray,50,30,94770
2014,12,Moray,35,35,94770
2015,1,Moray,50,25,95510
2015,2,Moray,45,30,95510
2015,3,Moray,70,40,95510
2015,4,Moray,50,45,95510
2015,5,Moray,35,25,95510
2015,6,Moray,60,35,95510
